206.0082,206.9893,207.0352,207.3691,205.8094,60.01122
206.0434,207.0003,207.0539,207.3633,205.7992,60.00417
205.9898,206.954,207.0013,207.3446,205.7901,60.00734
206.0679,207.0317,207.0791,207.3773,205.809,60.00308
206.0003,206.9768,207.0254,207.3457,205.809,60.01016
206.0424,207.0201,207.0655,207.3621,205.8001,60.00452
206.0244,206.9751,207.0162,207.3608,205.8105,60.00897
206.0857,207.0115,207.0691,207.3643,205.8058,60.0057
206.0104,206.9854,207.0352,207.3686,205.8185,60.0094
206.0731,206.9973,207.0427,207.3635,205.8025,60.00438
206.0242,206.9694,207.0262,207.3667,205.8046,60.00867
206.0553,207.0161,207.0616,207.3558,205.8016,60.00435
205.992,206.9553,207.0075,207.3453,205.8052,60.00828
206.0002,207.0031,207.0483,207.3556,205.7858,60.00186
206.0154,206.9567,207.0014,207.337,205.8056,60.006
206.0616,207.0011,207.044,207.344,205.7921,60.00437
206.0045,206.9577,207.0058,207.3396,205.7915,60.00822
206.0754,206.9976,207.0421,207.354,205.7909,60.00414
205.9894,206.9424,206.9839,207.333,205.7729,60.00961
206.0152,206.9847,207.0338,207.3372,205.7677,60.00119
205.9972,206.9388,206.9839,207.3289,205.7729,60.00792
206.0214,206.9813,207.035,207.3392,205.7596,60.00456
205.9783,206.9449,206.9917,207.3286,205.7739,60.00988
206.0329,207.0029,207.0474,207.3555,205.7696,60.00539
205.9818,206.9488,206.9933,207.3195,205.7651,60.00985
206.0505,206.9749,207.0194,207.3271,205.7677,60.00342
206.0001,206.9398,206.9853,207.3205,205.7667,60.00713
206.0546,207.008,207.0546,207.3439,205.7831,60.00311
206.0072,206.9467,206.9845,207.3394,205.7883,60.00955
206.0486,206.9838,207.0408,207.3344,205.7709,60.00533
205.959,206.9605,206.9918,207.3288,205.7638,60.00875
206.0302,206.9823,207.033,207.3282,205.7866,60.00248
206.0188,206.9825,207.0227,207.3612,205.8127,60.01046
206.0499,207.0022,207.0352,207.3503,205.7748,60.00452
206.0163,206.9537,207.0027,207.3412,205.78,60.0074
206.0392,207.0298,207.0741,207.3615,205.804,60.00412
205.9865,206.9507,206.9905,207.3325,205.7843,60.00558
206.0495,206.9912,207.0426,207.3588,205.7974,60.00259
206.0112,206.9657,207.0129,207.3428,205.7961,60.00973
206.0659,206.9918,207.0372,207.3331,205.7778,60.00313
206.0237,206.9534,206.9864,207.3349,205.7911,60.01033
206.0428,206.9938,207.0363,207.3503,205.7648,60.00341
206.0184,206.9632,206.9959,207.3455,205.777,60.0071
206.0323,206.9838,207.0254,207.3431,205.7594,60.00408
205.9926,206.9482,206.9924,207.3256,205.772,60.00684
206.0433,206.9808,207.0272,207.3156,205.7544,60.00198
205.9819,206.9399,206.9859,207.3217,205.7628,60.0094
205.9933,206.9914,207.0361,207.3259,205.7457,60.00152
206.0096,206.9544,206.9987,207.3424,205.7811,60.00753
206.0363,206.9765,207.0251,207.3065,205.7508,60.00502
205.9834,206.9531,206.9978,207.3224,205.776,60.00799
206.027,206.977,207.0143,207.3105,205.7524,60.00439
205.9738,206.9329,206.9799,207.3308,205.7689,60.00885
206.0002,206.9858,207.0226,207.3339,205.7588,60.00122
205.9875,206.9372,206.9814,207.3175,205.7736,60.00779
206.0165,206.9695,207.0128,207.323,205.7543,60.00365
205.9946,206.9481,206.9923,207.3248,205.7896,60.00831
206.0499,206.989,207.0269,207.3341,205.7778,60.00688
205.9798,206.9378,206.9837,207.3322,205.7701,60.00895
206.0151,207.0048,207.0422,207.342,205.7846,60.00174
206.0176,206.9512,206.9929,207.3462,205.7928,60.00884
206.0703,207.0014,207.0446,207.3525,205.7876,60.00566
205.9998,206.9611,207.0082,207.3371,205.7908,60.01033
206.021,206.9873,207.0197,207.3367,205.7951,60.00417
205.9866,206.931,206.9828,207.319,205.7654,60.00538
206.0493,207.0159,207.0622,207.3567,205.8014,60.00186
205.9966,206.9538,206.989,207.3242,205.7742,60.0073
206.0271,206.9939,207.049,207.3548,205.7927,60.00256
205.9872,206.9648,207.0065,207.3529,205.7853,60.00941
206.0251,207.0024,207.0406,207.351,205.8006,60.00386
205.9875,206.9542,207.0029,207.3505,205.7872,60.00731
206.049,207.0001,207.0383,207.3608,205.7792,60.00177
205.9936,206.9453,206.9883,207.3341,205.7935,60.00838
206.0002,206.9952,207.0363,207.3446,205.7871,60.00323
205.9749,206.9421,206.9794,207.3176,205.7805,60.0073
206.0315,206.9853,207.029,207.3338,205.7933,60.00233
205.9543,206.9359,206.9786,207.3188,205.7771,60.00672
206.0172,206.9937,207.0409,207.358,205.7692,60.00211
205.9928,206.9454,206.9895,207.341,205.7903,60.00882
206.041,206.9853,207.0327,207.3429,205.7756,60.00346
205.9889,206.9626,206.9944,207.3246,205.798,60.01058
206.0169,206.993,207.0359,207.3362,205.793,60.00379
205.9962,206.9451,206.9893,207.3181,205.8032,60.00852
206.04,206.9754,207.0169,207.334,205.7865,60.00244
205.9892,206.9413,206.9839,207.3136,205.7949,60.01003
206.0022,206.978,207.0193,207.3146,205.7761,60.00206
205.9882,206.9185,206.9547,207.3086,205.7671,60.0065
206.0226,206.9622,207.0095,207.3348,205.7502,60.00277
205.9713,206.9167,206.9535,207.314,205.7471,60.00762
205.9886,206.9361,206.9891,207.3014,205.7398,60.00113
205.9608,206.9097,206.9575,207.3009,205.7488,60.00586
205.9914,206.9442,206.9915,207.2995,205.7559,60.00203
205.9586,206.9135,206.9631,207.2967,205.755,60.0074
205.9816,206.9588,206.998,207.2949,205.7351,60.00065
205.9518,206.9012,206.951,207.2947,205.7479,60.00534
206.0371,206.9647,207.0054,207.309,205.7596,60.00545
205.9416,206.903,206.954,207.2982,205.741,60.01044
205.9374,206.9437,206.991,207.2958,205.7343,60.00144
205.9632,206.9075,206.9452,207.2878,205.7362,60.00471
206.0185,206.9513,207.0049,207.3017,205.7495,60.00376
205.9525,206.9093,206.9585,207.2924,205.7595,60.00763
206.0066,206.9444,206.9923,207.2928,205.7399,60.00277
205.9542,206.9037,206.9444,207.2861,205.7358,60.00645
205.9922,206.9455,206.9857,207.3136,205.7548,60.00193
205.9467,206.8946,206.9459,207.2863,205.7416,60.00783
205.9656,206.9635,207.0107,207.3038,205.7432,60.00297
205.9707,206.893,206.9403,207.3197,205.7454,60.00912
205.9993,206.9631,207.0223,207.3311,205.7497,60.00476
205.9635,206.9375,206.9794,207.3295,205.7671,60.0072
206.0016,206.9425,206.9849,207.2924,205.7207,59.99952
205.9818,206.9071,206.9532,207.3043,205.7343,60.00548
205.9949,206.9657,207.0109,207.3195,205.7378,60.00073
205.9628,206.9039,206.9496,207.2947,205.7317,60.00552
205.9765,206.9419,206.9983,207.3248,205.7302,60.00024
205.9728,206.9229,206.9607,207.2984,205.7445,60.00554
206.0341,206.9563,207.002,207.3213,205.7472,60.00285
205.9685,206.9288,206.9702,207.3135,205.7614,60.01012
205.99,206.9672,207.0132,207.3338,205.7564,60.00148
205.9749,206.9114,206.9641,207.3192,205.7702,60.00747
206.0224,206.9696,207.0201,207.3188,205.7618,60.00427
205.9706,206.9348,206.974,207.3321,205.7596,60.0073
205.9952,206.9644,207.0161,207.3311,205.7598,60.0019
205.9586,206.928,206.9799,207.3443,205.7769,60.00713
206.0167,206.9806,207.0301,207.3545,205.7735,60.00107
205.9904,206.9372,206.9825,207.3289,205.7713,60.00797
206.0316,206.9828,207.0351,207.3498,205.7689,60.00221
206.0222,206.9658,207.0028,207.3557,205.7901,60.00808
206.0496,206.9872,207.0519,207.3591,205.7889,60.00239
205.996,206.972,207.0147,207.3464,205.7807,60.00635
206.0368,206.9947,207.0417,207.3593,205.805,60.00126
206.0482,206.9686,207.0183,207.3681,205.8124,60.00789
